V2,V81,V84,V297,V417,V420,V497,V601,V713,V721,V86,V103,V104,V370,V6,V868,V7,V172,V279,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V610
57,WEIBLICH,89,VERWITWET,560,500 - 624 EURO,560,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,MITTELSCHICHT,23.44,NIE,NIE,OFT,OFT,NIE,FAST NIE,NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_9
58,MAENNLICH,61,VERHEIRAT.ZUSAM.LEB.,2000,2000 - 2249 EURO,2667,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,21.6,FAST NIE,FAST NIE,OFT,MANCHMAL,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
59,WEIBLICH,39,VERHEIRAT.ZUSAM.LEB.,1200,1125 - 1249 EURO,1522,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,21.23,OFT,OFT,MANCHMAL,MANCHMAL,OFT,NIE,OFT,OFT,MANCHMAL,OFT,MANCHMAL,.._duplicated_8
60,MAENNLICH,45,VERHEIRAT.ZUSAM.LEB.,5000,5000 - 7499 EURO,2762,EVANG.OHNE FREIKIRCH,NA,NA,FACHHOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,32.55,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,NIE,NIE,FAST NIE,.._duplicated_8
61,MAENNLICH,64,VERHEIRAT.ZUSAM.LEB.,968,875 - 999 EURO,1153,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ERWERBSUNFAEHIG,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,29,OFT,MANCHMAL,MANCHMAL,FAST NIE,OFT,NIE,IMMER,IMMER,FAST NIE,FAST NIE,MANCHMAL,.._duplicated_6
62,MAENNLICH,78,VERH.GETRENNT LEBEND,NA,4000 - 4999 EURO,4500,NA,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.72,NIE,FAST NIE,OFT,FAST NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
63,WEIBLICH,72,LEDIG,1400,1375 - 1499 EURO,1400,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.66,NIE,MANCHMAL,OFT,MANCHMAL,OFT,MANCHMAL,IMMER,OFT,OFT,OFT,NIE,.._duplicated_6
64,WEIBLICH,51,LEDIG,1213,1125 - 1249 EURO,1153,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,24.39,OFT,MANCHMAL,OFT,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_4
65,MAENNLICH,49,VERH.GETRENNT LEBEND,3500,3000 - 3999 EURO,2333,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,24.39,MANCHMAL,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
66,MAENNLICH,83,VERHEIRAT.ZUSAM.LEB.,1400,1375 - 1499 EURO,1267,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,NA,NIE,OFT,MANCHMAL,NIE,NIE,MANCHMAL,IMMER,IMMER,IMMER,IMMER,OFT,.._duplicated_7
67,WEIBLICH,48,LEDIG,1200,1125 - 1249 EURO,1500,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,31.1,IMMER,OFT,FAST NIE,MANCHMAL,FAST NIE,NIE,OFT,MANCHMAL,MANCHMAL,MANCHMAL,OFT,.._duplicated_7
68,WEIBLICH,41,VERHEIRAT.ZUSAM.LEB.,2400,2250 - 2499 EURO,2143,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,20.42,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,OFT,NIE,NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_8
69,MAENNLICH,58,VERHEIRAT.ZUSAM.LEB.,500,500 - 624 EURO,1250,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.12,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,NIE,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,FAST NIE,.._duplicated_8
70,WEIBLICH,40,VERHEIRAT.ZUSAM.LEB.,450,400 - 499 EURO,1174,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,35.32,OFT,FAST NIE,OFT,OFT,MANCHMAL,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
71,MAENNLICH,26,LEDIG,1600,1500 - 1749 EURO,1313,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ARBEITER,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,24.39,MANCHMAL,NIE,OFT,MANCHMAL,FAST NIE,NIE,NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_6
72,MAENNLICH,49,VERHEIRAT.ZUSAM.LEB.,2300,2250 - 2499 EURO,2000,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,EHEM.JUGOSLAWIEN,NEIN,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,31.4,OFT,OFT,NIE,FAST NIE,MANCHMAL,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_4
73,MAENNLICH,63,VERHEIRAT.ZUSAM.LEB.,NA,NA,NA,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.59,MANCHMAL,OFT,MANCHMAL,NIE,FAST NIE,FAST NIE,OFT,OFT,MANCHMAL,MANCHMAL,OFT,.._duplicated_8
74,WEIBLICH,81,LEDIG,800,750 - 874 EURO,800,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.13,MANCHMAL,MANCHMAL,OFT,MANCHMAL,OFT,MANCHMAL,OFT,OFT,MANCHMAL,MANCHMAL,NIE,.._duplicated_7
75,MAENNLICH,65,VERHEIRAT.ZUSAM.LEB.,NA,2750 - 2999 EURO,NA,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,25.5,FAST NIE,FAST NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
76,WEIBLICH,34,VERH.GETRENNT LEBEND,1265,1250 - 1374 EURO,1131,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,ARBEITSLOS,"VOLKS-,HAUPTSCHULE",NEBENHER BERUFSTAE.,NA,ITALIEN,NEIN,HESSEN,ALTE BUNDESLAENDER,NA,19.83,IMMER,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,NIE,IMMER,IMMER,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_7
77,WEIBLICH,46,VERHEIRAT.ZUSAM.LEB.,450,400 - 499 EURO,1000,EVANG.OHNE FREIKIRCH,NA,NA,FACHHOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,22.96,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,NIE,NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_9
78,MAENNLICH,41,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1667,EVANG.FREIKIRCHE,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,27.78,IMMER,NIE,OFT,OFT,OFT,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_9
79,WEIBLICH,81,VERWITWET,1800,1750 - 1999 EURO,1800,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.09,NIE,IMMER,NIE,NIE,IMMER,NIE,IMMER,IMMER,NIE,NIE,NIE,GANZ ZUFRIEDEN
80,MAENNLICH,18,LEDIG,700,625 - 749 EURO,1500,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,IN AUSBILDUNG,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,MITTELSCHICHT,29.65,FAST NIE,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
81,WEIBLICH,46,VERHEIRAT.ZUSAM.LEB.,NA,750 - 874 EURO,225,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,NA,NA,MANCHMAL,FAST NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
82,MAENNLICH,24,LEDIG,600,500 - 624 EURO,NA,AND.CHRISTL.RELIGION,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,EHEM. UDSSR,NEIN,SAARLAND,ALTE BUNDESLAENDER,MITTELSCHICHT,24.76,OFT,MANCHMAL,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
83,MAENNLICH,20,LEDIG,550,500 - 624 EURO,2000,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,IN AUSBILDUNG,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.48,OFT,FAST NIE,MANCHMAL,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,FAST NIE,.._duplicated_7
84,WEIBLICH,36,VERHEIRAT.ZUSAM.LEB.,NA,NA,NA,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.81,FAST NIE,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
85,MAENNLICH,83,VERHEIRAT.ZUSAM.LEB.,NA,NA,2667,NA,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,30.42,FAST NIE,NIE,IMMER,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
86,WEIBLICH,60,VERHEIRAT.ZUSAM.LEB.,150,UNTER 200 EURO,667,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,ARBEITSLOS,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,42.52,NIE,NIE,IMMER,MANCHMAL,MANCHMAL,NIE,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,.._duplicated_6
87,MAENNLICH,54,LEDIG,4100,4000 - 4999 EURO,3600,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,FACHHOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,25.46,OFT,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_7
88,WEIBLICH,42,VERHEIRAT.ZUSAM.LEB.,NA,2250 - 2499 EURO,2522,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,24.91,MANCHMAL,FAST NIE,MANCHMAL,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
89,WEIBLICH,59,VERHEIRAT.ZUSAM.LEB.,530,500 - 624 EURO,1750,KEINER RELIGIONSGEM.,NA,NA,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,23.88,OFT,MANCHMAL,MANCHMAL,IMMER,FAST NIE,NIE,NIE,NIE,NIE,NIE,FAST NIE,.._duplicated_8
90,WEIBLICH,38,LEDIG,810,750 - 874 EURO,1429,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,22.84,IMMER,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
91,MAENNLICH,75,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,3267,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,IM RUHESTAND,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,26.03,FAST NIE,FAST NIE,OFT,OFT,NIE,FAST NIE,FAST NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_9
92,MAENNLICH,26,LEDIG,1700,1500 - 1749 EURO,1467,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,27.17,IMMER,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
93,MAENNLICH,21,LEDIG,500,500 - 624 EURO,1200,EVANG.OHNE FREIKIRCH,NIE ERWERBSTAETIG,"SCHUELER, STUDENT",FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,NA,37.04,NIE,MANCHMAL,OFT,OFT,NIE,MANCHMAL,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
94,WEIBLICH,48,VERHEIRAT.ZUSAM.LEB.,425,400 - 499 EURO,720,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.37,MANCHMAL,MANCHMAL,OFT,OFT,NIE,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,.._duplicated_9
95,WEIBLICH,51,GESCHIEDEN,2000,2000 - 2249 EURO,2000,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,19.27,MANCHMAL,MANCHMAL,OFT,MANCHMAL,NIE,MANCHMAL,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
96,MAENNLICH,62,VERHEIRAT.ZUSAM.LEB.,NA,2000 - 2249 EURO,2125,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,27.7,MANCHMAL,FAST NIE,OFT,MANCHMAL,MANCHMAL,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_7
97,MAENNLICH,32,VERHEIRAT.ZUSAM.LEB.,4500,4000 - 4999 EURO,2857,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,23.63,MANCHMAL,FAST NIE,OFT,MANCHMAL,NIE,NIE,OFT,MANCHMAL,NIE,NIE,NIE,.._duplicated_9
98,WEIBLICH,79,LEDIG,600,500 - 624 EURO,600,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,24.61,FAST NIE,NIE,OFT,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,NIE,FAST NIE,NIE,.._duplicated_8
99,WEIBLICH,45,VERHEIRAT.ZUSAM.LEB.,4000,4000 - 4999 EURO,5333,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,20.66,MANCHMAL,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
100,MAENNLICH,73,VERHEIRAT.ZUSAM.LEB.,2000,2000 - 2249 EURO,2000,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,25.01,NIE,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
101,MAENNLICH,64,VERHEIRAT.ZUSAM.LEB.,1000,1000 - 1124 EURO,1333,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,MITTELSCHICHT,30.39,NIE,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_5
102,MAENNLICH,77,VERHEIRAT.ZUSAM.LEB.,1260,1250 - 1374 EURO,1097,KEINER RELIGIONSGEM.,NIE ERWERBSTAETIG,IM RUHESTAND,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,24.57,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_5
103,MAENNLICH,56,LEDIG,1000,1000 - 1124 EURO,1000,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,22.89,IMMER,MANCHMAL,OFT,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
104,MAENNLICH,33,LEDIG,300,300 - 399 EURO,1667,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,"SCHUELER, STUDENT",HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.62,FAST NIE,MANCHMAL,OFT,FAST NIE,NIE,NIE,NIE,NIE,MANCHMAL,FAST NIE,FAST NIE,.._duplicated_7
105,MAENNLICH,73,GESCHIEDEN,790,750 - 874 EURO,790,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,ARBEITERSCHICHT,27.72,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,OFT,FAST NIE,OFT,OFT,OFT,OFT,OFT,.._duplicated_3
106,WEIBLICH,86,VERWITWET,1200,1125 - 1249 EURO,1200,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,21.8,NIE,MANCHMAL,OFT,FAST NIE,NIE,OFT,MANCHMAL,OFT,FAST NIE,FAST NIE,NIE,.._duplicated_9
107,MAENNLICH,42,VERHEIRAT.ZUSAM.LEB.,3500,3000 - 3999 EURO,1667,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,23.46,IMMER,OFT,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_8
108,MAENNLICH,74,VERHEIRAT.ZUSAM.LEB.,NA,1500 - 1749 EURO,459,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,MITTELSCHICHT,26.2,OFT,MANCHMAL,MANCHMAL,MANCHMAL,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
109,WEIBLICH,40,VERHEIRAT.ZUSAM.LEB.,NA,3000 - 3999 EURO,5833,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.57,NIE,NIE,IMMER,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
110,MAENNLICH,25,LEDIG,750,750 - 874 EURO,750,AND.NICHT-CHRISTLICH,NA,NA,OHNE ABSCHLUSS,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,"JA, UND ANDERE",NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,NA,25.54,NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,IMMER,NIE,NIE,NIE,NIE,NIE,GANZ UNZUFRIEDEN
111,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,500,500 - 624 EURO,500,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ERWERBSUNFAEHIG,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,25.25,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,OFT,NA,OFT,OFT,OFT,OFT,OFT,.._duplicated_5
112,WEIBLICH,48,VERHEIRAT.ZUSAM.LEB.,900,875 - 999 EURO,4000,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SAARLAND,ALTE BUNDESLAENDER,MITTELSCHICHT,20.24,MANCHMAL,MANCHMAL,OFT,OFT,FAST NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
113,MAENNLICH,48,VERHEIRAT.ZUSAM.LEB.,NA,2750 - 2999 EURO,NA,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.01,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
